average,country,highestInningScore,inningsBatted,matchesPlayes,name,notOuts,runs,span
18.66, (ENG),76,10,8,GG Macaulay,4,112,1923-1933
16.00, (AUS),28,7,4,GB Stevens,0,112,1959-1960
18.50, (WI),48,6,4,MR Bynoe,0,111,1959-1967
5.55, (AUS),16,36,22,JD Higgs,16,111,1978-1981
27.75, (INDIA),65,4,2,HS Kanitkar,0,111,1974-1974
9.25, (WI),29,12,6,FL Reifer,0,111,1997-2009
10.09, (ENG),40,12,7,A Shaw,1,111,1877-1882
15.71, (ENG),56,7,4,BM Duckett,0,110,2016-2016
22.00, (AFG),65*,6,3,Ihsanullah,1,110,2019-2019
27.50, (ENG),40*,5,3,PJ Newport,1,110,1988-1991
18.33, (NZ),43,6,5,GE Vivian,0,110,1965-1972
27.25, (IRE),54*,6,3,TJ Murtagh,2,109,2018-2019
18.16, (ENG),33*,7,4,SD Udal,1,109,2005-2006
18.16, (INDIA),43*,7,4,Yajurvindra Singh,1,109,1977-1979
10.80, (ENG),29,12,6,JH Board,2,108,1899-1906
15.42, (WI),38,8,7,CG Butts,1,108,1985-1988
18.00, (ZIM),71,6,3,GM Ewing,0,108,2003-2005
27.00, (INDIA),43,5,3,Naoomal Jaoomal,1,108,1932-1934
15.42, (NZ),26,9,6,DA Stirling,2,108,1984-1986
17.83, (SA),43,6,3,SJ Cook,0,107,1992-1993
17.83, (AUS),32,8,6,CB Jennings,2,107,1912-1912
21.40, (AUS),68,6,4,AB McDonald,1,107,2009-2009
17.83, (SA),27,13,8,AH McKinnon,7,107,1960-1967
15.28, (ZIM),45,8,4,P Utseya,1,107,2004-2013
17.66, (NZ),47,8,5,EW Dempster,2,106,1953-1954
10.60, (SL),18,12,7,PHT Kaushal,2,106,2014-2015
15.14, (ENG),54,7,4,CFH Leslie,0,106,1882-1883
10.60, (AUS),30*,19,14,LS Pascoe,9,106,1977-1982
11.77, (INDIA),19,10,6,MSK Prasad,1,106,1999-2000
6.23, (WI),35*,21,12,D Ramnarine,4,106,1998-2002
15.14, (AFG),51,7,4,Rashid Khan,0,106,2018-2019
21.20, (SA),45,6,3,CJE Smith,1,106,1902-1902
17.66, (AUS),30,7,4,WJ Watson,1,106,1955-1955
13.12, (NZ),30*,10,7,GE Bradburn,2,105,1990-2001
26.25, (AFG),62,4,2,Javed Ahmadi,0,105,2018-2019
5.83, (ZIM),33,28,15,CB Mpofu,10,105,2005-2017
26.25, (INDIA),61,4,2,LS Rajput,0,105,1985-1985
15.00, (ENG),29*,8,5,GHT Simpson-Hayward,1,105,1910-1910
13.00, (ENG),31,8,5,CJ Adams,0,104,1999-2000
13.00, (SA),45,8,5,GFJ Liebenberg,0,104,1998-1998
34.66, (WI),67,3,2,KR Rickards,0,104,1948-1952
17.33, (IRE),36,6,3,PR Stirling,0,104,2018-2019
25.75, (SA),35,6,3,M Bisset,2,103,1899-1910
14.71, (ENG),51*,10,7,JW Hitch,3,103,1911-1921
5.72, (NZ),20,27,19,SB O'Connor,9,103,1997-2001
6.00, (AUS),26,20,12,AG Hurst,3,102,1974-1979
6.37, (WI),34,16,10,AS Joseph,0,102,2016-2020
20.40, (INDIA),53,5,4,R Lamba,0,102,1986-1987
20.40, (ENG),64,6,3,RM Prideaux,1,102,1968-1969
17.00, (SL),42*,8,4,PM Pushpakumara,2,102,2017-2018
10.20, (ENG),27,10,5,CIJ Smith,0,102,1935-1937
5.05, (PAK),28*,27,22,Aaqib Javed,7,101,1989-1998
20.20, (NZ),31,7,4,DD Beard,2,101,1952-1956
16.83, (WI),46,6,3,G Challenor,0,101,1928-1928
50.50, (SA),41*,4,2,SK Coen,2,101,1927-1928
14.42, (ENG),38,8,6,CS Cowdrey,1,101,1984-1988
50.50, (ENG),49,4,2,A Hill,2,101,1877-1877
11.22, (WI),43,9,5,KA Hope,0,101,2017-2017
25.00, (SA),60,5,3,TA Harris,1,100,1947-1949
10.00, (PAK),26*,17,13,Khan Mohammad,7,100,1952-1958
16.66, (AUS),34,6,3,RD Robinson,0,100,1977-1977
19.80, (WI),64,5,3,HA Furlonge,0,99,1955-1956
3.80, (INDIA),15,38,35,Maninder Singh,12,99,1982-1993
99.00, (SL),78*,2,1,MN Nawaz,1,99,2002-2002
49.50, (ENG),80,2,1,N Oldfield,0,99,1939-1939
9.00, (BDESH),33,17,9,Robiul Islam,6,99,2010-2014
11.00, (PAK),27*,10,6,Shafiq Ahmed,1,99,1974-1981
19.80, (BDESH),48,5,3,Shahriar Hossain,0,99,2000-2004
12.37, (PAK),33,8,4,Umar Amin,0,99,2010-2010
19.60, (NZ),35,6,5,TD Astle,1,98,2012-2020
7.00, (INDIA),23,17,21,RK Chauhan,3,98,1993-1998
19.60, (WI),32*,7,4,CM Christiani,2,98,1935-1935
5.76, (AUS),33,19,10,WM Clark,2,98,1977-1979
19.60, (WI),50,6,5,AC Cummins,1,98,1993-1994
12.25, (WI),36,8,4,ELG Hoad,0,98,1928-1933
49.00, (SA),49*,4,2,S Muthusamy,2,98,2019-2019
10.88, (ENG),26,17,13,IAR Peebles,8,98,1927-1931
12.25, (WI),23*,9,6,V Permaul,1,98,2012-2015
48.50, (PAK),60*,3,2,Aftab Baloch,1,97,1969-1975
10.77, (BDESH),31,10,5,Hasibul Hossain,1,97,2000-2001
19.40, (INDIA),42,6,4,AR Kapoor,1,97,1994-1996
16.16, (ENG),49,7,4,GAE Paine,1,97,1935-1935
19.40, (SL),64,5,3,CP Senanayake,0,97,1991-1991
16.16, (ENG),40,6,4,LF Townsend,0,97,1930-1934
16.16, (SA),23,6,3,GD Varnals,0,97,1964-1965
10.77, (AUS),50,9,5,GD Watson,0,97,1966-1972
13.71, (WI),33,8,5,IDR Bradshaw,1,96,2006-2006
32.00, (ENG),55,3,2,R Clarke,0,96,2003-2003
16.00, (SA),62,6,3,DV Dyer,0,96,1947-1947
16.00, (NZ),40*,7,4,PE McEwan,1,96,1980-1984
12.00, (ENG),31,11,8,G MacGregor,3,96,1890-1893
16.00, (WI),47,6,3,KMA Paul,0,96,2018-2019
13.71, (WI),50,7,5,WV Rodriguez,0,96,1962-1968
96.00, (WI),96,1,1,VH Stollmeyer,0,96,1939-1939
12.00, (SL),38,8,4,B Warnapura,0,96,1982-1982
6.78, (SA),17,14,11,KJ Abbott,0,95,2013-2017
23.75, (ENG),31,6,3,HDG Leveson Gower,2,95,1910-1910
13.57, (SA),48,8,5,RP Snell,1,95,1992-1994
15.66, (INDIA),38,7,4,HK Badani,1,94,2001-2001
23.50, (SL),28*,5,4,KS Lokuarachchi,1,94,2003-2004
15.66, (ENG),31,7,4,Hon.A Lyttelton,1,94,1880-1884
7.23, (PAK),29,25,18,Mohammad Abbas,12,94,2017-2020
31.33, (NZ),69,4,2,K Thomson,1,94,1968-1968
8.54, (SL),15*,14,10,T Thushara,3,94,2003-2010
10.44, (SA),26,9,6,DJ Vilas,0,94,2015-2016
23.50, (INDIA),53,5,4,AS Wassan,1,94,1990-1990
47.00, (PAK),50*,3,3,Yasir Arafat,1,94,2007-2009
10.33, (PAK),30*,19,16,Asif Masood,10,93,1969-1977
11.62, (SL),25,9,7,MRCN Bandaratilleke,1,93,1998-2001
23.25, (WI),37,4,2,OD Gibson,0,93,1995-1999
18.60, (ENG),39*,7,5,J Hunter,2,93,1884-1885
46.50, (NZ),49,2,2,KA Jamieson,0,93,2020-2020
15.50, (ENG),41*,8,5,AS Kennedy,2,93,1922-1923
10.33, (AUS),22,10,8,PI Philpott,1,93,1965-1966
4.65, (AUS),13,34,27,BA Reid,14,93,1985-1992
18.40, (ENG),50,5,3,G Bean,0,92,1892-1892
15.33, (INDIA),35,6,4,AG Milkha Singh,0,92,1960-1961
5.35, (SL),24,22,18,SD Anurasiri,5,91,1986-1998
22.75, (ENG),55,4,2,JG Binks,0,91,1964-1964
10.11, (SA),22,11,7,CE Eksteen,2,91,1993-2000
5.05, (WI),18,23,13,HC Griffith,5,91,1928-1933
7.58, (ENG),23,13,8,R Pilling,1,91,1881-1888
13.00, (INDIA),48,7,4,AK Roy,0,91,1969-1969
22.50, (BDESH),32*,11,7,Al-Amin Hossain,7,90,2013-2019
15.00, (SA),48,9,5,T Campbell,3,90,1910-1912
6.42, (ZIM),22,16,9,TL Chatara,2,90,2013-2018
10.00, (NZ),45,13,9,J Cowie,4,90,1937-1949
15.00, (ZIM),35,6,3,KM Dabengwa,0,90,2005-2005
30.00, (ZIM),74*,4,3,TN Madondo,1,90,1998-2000
6.00, (SA),28,18,12,NA Quinn,3,90,1929-1932
11.25, (ZIM),29,8,4,BG Rogers,0,90,2005-2005
11.12, (AUS),34*,12,9,GR Hazlitt,4,89,1907-1912
8.90, (INDIA),44,10,5,G Kishenchand,0,89,1947-1952
8.90, (WI),40,10,5,RN Lewis,0,89,1997-2008
9.88, (SA),40,12,6,A Nortje,3,89,2019-2020
8.90, (INDIA),18*,27,24,PP Ojha,17,89,2009-2013
14.83, (NZ),40,6,3,NM Parker,0,89,1976-1976
8.90, (BDESH),28,10,5,Tushar Imran,0,89,2002-2007
29.33, (BDESH),41*,4,2,Ariful Haque,1,88,2018-2018
22.00, (ZIM),37,4,2,CK Coventry,0,88,2005-2005
11.00, (SL),23,8,4,SMS Kaluperuma,0,88,1984-1988
9.77, (INDIA),43,10,8,M Kartik,1,88,2000-2004
14.66, (AUS),28*,8,5,TR McKibbin,2,88,1895-1898
11.00, (ZIM),24,9,5,SW Masakadza,1,88,2012-2014
22.00, (SL),77,4,2,AN Ranasinghe,0,88,1982-1982
8.80, (PAK),24*,15,10,Shabbir Ahmed,5,88,2003-2005
44.00, (PAK),88,2,1,Zulqarnain Haider,0,88,2010-2010
17.40, (AUS),41,6,3,ST Callaway,1,87,1892-1895
17.40, (AUS),35,5,3,TJ Laughlin,0,87,1978-1978
10.87, (ENG),35,8,4,MP Maynard,0,87,1988-1994
29.00, (SL),45,3,2,D Ranatunga,0,87,1989-1989
17.40, (ENG),64,5,3,ET Smith,0,87,2003-2003
29.00, (SA),29,4,2,AB Tancred,1,87,1889-1889
10.75, (NZ),25,9,5,GD Elliott,1,86,2008-2009
10.75, (ENG),35,9,5,EG Hayes,1,86,1906-1912
17.20, (ENG),23,6,4,ND Howard,1,86,1951-1952
17.20, (ENG),41,5,3,RC Irani,0,86,1996-1999
12.28, (AUS),20,8,4,JDA O'Connor,1,86,1908-1909
9.55, (AUS),25,13,9,SNJ O'Keefe,4,86,2014-2017
10.62, (ENG),24,10,6,JR Gunn,2,85,1901-1905
17.00, (PAK),47,9,7,Mohammad Farooq,4,85,1960-1965
14.16, (INDIA),14,11,7,SG Shinde,5,85,1946-1952
21.25, (SA),36,4,2,D Taylor,0,85,1914-1914
21.00, (AUS),54,4,3,DJ Colley,0,84,1972-1972
21.00, (ENG),66*,6,3,LA Dawson,2,84,2016-2017
21.00, (WI),56,14,12,RR Jumadeen,10,84,1972-1979
42.00, (INDIA),60,2,1,Yuvraj of Patiala,0,84,1934-1934
12.00, (SA),36,10,7,MA Seymour,3,84,1963-1970
16.60, (ENG),54,6,3,U Afzaal,1,83,2001-2001
20.75, (ENG),44,4,2,W Barber,0,83,1935-1935
20.75, (SA),25,6,5,J Botha,2,83,2006-2010
9.22, (ZIM),19,15,9,DT Hondo,6,83,2001-2005
13.83, (SA),37,6,3,D Pretorius,0,83,2019-2020
16.60, (INDIA),29*,7,4,SW Sohoni,2,83,1946-1951
13.83, (ENG),31*,10,5,JG Thomas,4,83,1986-1986
10.25, (INDIA/PAK),47,9,6,Amir Elahi,1,82,1947-1952
10.25, (AUS),33,10,6,E Evans,2,82,1881-1886
20.50, (ENG),25,6,4,TS Roland-Jones,2,82,2017-2017
16.40, (SA),59,5,6,M Zondeki,0,82,2003-2008
8.10, (WI),22,11,6,EE Achong,1,81,1930-1935
16.20, (AUS),41,6,3,JH de Courcy,1,81,1953-1953
5.78, (WI),19*,18,10,GN Francis,4,81,1928-1933
27.00, (AUS),30*,4,3,RA Hamence,1,81,1947-1948
20.25, (ENG),31,4,2,ET Killick,0,81,1929-1929
16.20, (ENG),70*,6,3,AE Knight,1,81,1904-1904
8.10, (ENG),34,11,8,SI Mahmood,1,81,2006-2007
3.68, (BDESH),21,33,17,Manjural Islam,11,81,2001-2004
40.50, (WI),78,2,2,IL Mendonca,0,81,1962-1962
13.50, (ENG),52,6,3,WN Slack,0,81,1986-1986
26.66, (AUS),67*,4,2,JE Barrett,1,80,1890-1890
20.00, (ZIM),56,4,2,T Duffin,0,80,2005-2005
40.00, (AUS),80,2,1,AEV Hartkopf,0,80,1925-1925
13.33, (SA),55,6,4,JM Kemp,0,80,2001-2005
20.00, (INDIA),35,4,2,RD Parkar,0,80,1972-1973
26.66, (AUS),29,4,3,DJ Sincock,1,80,1964-1966
20.00, (ENG),47,4,2,DM Smith,0,80,1986-1986
20.00, (ENG),53,5,4,A Wood,1,80,1938-1939
15.80, (AUS),27,6,3,TM Chappell,1,79,1981-1981
11.28, (AUS),33*,8,4,JA Maclean,1,79,1978-1979
13.16, (WI),52,6,3,JA Small,0,79,1928-1930
11.14, (ENG),20,12,6,A Fielder,5,78,1904-1908
19.50, (ENG),33,4,2,MN Lathwell,0,78,1993-1993
11.14, (AUS),42,8,6,RAL Massie,1,78,1972-1973
19.50, (ZIM),47,4,2,SF Mire,0,78,2017-2017
19.25, (INDIA),39,4,3,P Bhandari,0,77,1955-1956
19.25, (ENG),49,4,2,A Greenwood,0,77,1877-1877
5.50, (INDIA),19,25,17,A Nehra,11,77,1999-2004
25.66, (SL),43*,4,3,ASA Perera,1,77,1998-2001
9.62, (WI),32,8,5,JN Shepherd,0,77,1969-1971
12.83, (ENG),36,6,3,DCH Townsend,0,77,1935-1935
8.44, (PAK),19,15,13,Ata-ur-Rehman,6,76,1992-1996
9.50, (NZ),26,10,8,IG Butler,2,76,2002-2004
19.00, (ENG),29,4,2,GHG Doggart,0,76,1950-1950
19.00, (AUS),29,5,3,B Dooland,1,76,1947-1948
38.00, (PAK),23*,10,6,A D'Souza,8,76,1959-1962
10.85, (NZ),27,8,5,MR Gillespie,1,76,2007-2012
5.84, (ENG),17,19,13,PJ Loader,6,76,1954-1959
9.50, (AUS),13,11,6,LC Mayne,3,76,1965-1970
10.85, (SA),29,8,4,F Nicholson,1,76,1935-1936
12.66, (SA),20,6,3,RM Poore,0,76,1896-1896
12.50, (WI),40*,7,5,DW Allan,1,75,1962-1966
8.33, (AUS),15,10,5,H Donnan,1,75,1892-1896
12.50, (SA),56,6,3,MK Elgie,0,75,1961-1962
12.50, (NZ),35*,12,8,JT Ward,6,75,1964-1968
12.50, (ENG),42,7,6,D Wilson,1,75,1964-1971
12.33, (ENG),28,6,3,JER Gallian,0,74,1995-1995
6.72, (ZIM),28*,14,8,AG Huckle,3,74,1997-1998
18.50, (INDIA),45,4,2,HH Kanitkar,0,74,1999-2000
18.50, (ZIM),28,4,2,A Maregwede,0,74,2004-2004
14.80, (NZ),41,6,5,BP Martin,1,74,2013-2013
12.33, (WI),26,7,4,NO Perry,1,74,1999-1999
14.80, (PAK),33,5,3,Shakeel Ahmed jnr,0,74,1993-1995
14.80, (WI),26,8,5,ET Willett,3,74,1973-1975
9.12, (BDESH),22,8,4,Anamul Haque,0,73,2013-2014
9.12, (PAK),15,8,5,Bilal Asif,0,73,2018-2018
4.86, (NZ),19,22,15,JA Hayes,7,73,1951-1958
18.25, (IRE),39,4,2,JA McCollum,0,73,2019-2019
10.42, (NZ),19,8,6,WE Merritt,1,73,1930-1931
73.00, (NZ),73,1,1,DJ Mitchell,0,73,2019-2019
10.42, (SA),13*,12,11,JT Partridge,5,73,1963-1965
9.12, (NZ),37*,9,5,EWT Tindill,1,73,1937-1947
14.60, (AUS),20*,11,12,ERH Toshack,6,73,1946-1948
10.28, (ENG),37,7,4,HE Dollery,0,72,1947-1950
18.00, (SA),48,5,4,S Elworthy,1,72,1998-2002
24.00, (ZIM),31*,4,2,KO Meth,1,72,2013-2013
9.00, (SA),24,8,4,TW Routledge,0,72,1892-1896
4.80, (WI),18*,17,11,A Sanford,2,72,2002-2004
18.00, (NZ),40*,6,4,WER Somerville,2,72,2018-2020
12.00, (ENG),30,6,3,EG Wynyard,0,72,1896-1906
23.66, (AUS),23,5,3,MJ Bennett,2,71,1984-1985
14.20, (SA),50,5,3,WH Brann,0,71,1922-1923
14.20, (ENG),32,5,3,RO Butcher,0,71,1981-1981
17.75, (ENG),32,4,4,AHH Gilligan,0,71,1930-1930
14.20, (INDIA),26,7,4,DD Hindlekar,2,71,1936-1946
11.83, (NZ),15,7,4,GJ Hopkins,1,71,2008-2010
10.14, (NZ),27,7,4,PA Horne,0,71,1987-1990
17.75, (ENG),36,4,2,SP James,0,71,1998-1998
23.66, (AUS),32,4,2,JJ Krejza,1,71,2008-2008
23.66, (ENG),32,5,3,JE Morris,2,71,1990-1990
35.50, (INDIA),60*,3,2,P Roy,1,71,1982-1982
23.66, (WI),57*,4,2,AW White,1,71,1965-1965
7.77, (SA),31,9,5,R Beaumont,0,70,1912-1914
35.00, (PAK),32,3,2,Bilawal Bhatti,1,70,2013-2014
17.50, (AUS),37,6,5,NW Bracken,2,70,2003-2005
11.66, (WI),19,8,6,LG Hylton,2,70,1935-1939
17.50, (BDESH),26,6,5,Nayeem Hasan,2,70,2018-2020
11.66, (ENG),13,14,9,E Peate,8,70,1881-1886
23.33, (ENG),35,3,2,GA Smithson,0,70,1948-1948
6.27, (SA),26*,23,16,AJ Bell,12,69,1929-1935
5.30, (SL),19,15,8,PVD Chameera,2,69,2015-2019
17.25, (INDIA),31,4,2,SHM Colah,0,69,1932-1933
23.00, (ZIM),33,4,3,GJ Crocker,1,69,1992-1992
7.66, (SL),23,9,9,DK Liyanage,0,69,1992-2001
17.25, (AFG),40,4,2,Mohammad Shahzad,0,69,2018-2019
23.00, (ENG),39,4,5,NI Thomson,1,69,1964-1965
23.00, (ZIM),50,3,2,AC Waller,0,69,1996-1996
11.33, (AUS),30,6,3,WJ Edwards,0,68,1974-1974
17.00, (ENG),63,4,2,H Jupp,0,68,1877-1877
13.60, (ZIM),41,5,3,T Maruma,0,68,2013-2020
8.50, (SA),17,12,7,MG Melle,4,68,1950-1953
11.33, (SA),21,6,3,WH Milton,0,68,1889-1892
6.80, (BDESH),33,10,5,Taskin Ahmed,0,68,2017-2017
6.18, (AUS),13,19,12,MR Whitney,8,68,1981-1992
8.37, (ENG),31,8,4,JT Ball,0,67,2016-2017
9.57, (INDIA),39,8,4,MK Mantri,1,67,1951-1955
16.75, (SA),23,4,6,WD Parnell,0,67,2010-2017
16.75, (SA),33,6,4,MW Pringle,2,67,1992-1995
22.33, (ENG),57,3,2,CP Schofield,0,67,2000-2000
13.40, (AUS),25*,6,3,MW Sievers,1,67,1936-1937
6.09, (ENG),14*,16,11,PM Such,5,67,1993-1999
16.75, (AUS),41,4,2,NFD Thomson,0,67,1877-1877
22.33, (WI),23,4,2,CV Wight,1,67,1928-1930
-, (PAK),35*,4,2,Afaq Hussain,4,66,1961-1964
33.00, (ENG),39,3,2,TK Curran,1,66,2017-2018
7.33, (SA),14,17,16,M Hayward,8,66,1999-2004
3.47, (WI),12*,27,19,RD King,8,66,1999-2005
6.60, (INDIA),35*,11,10,A Kuruvilla,1,66,1997-1997
11.00, (ENG),25*,9,5,WS Lees,3,66,1906-1906
7.33, (ENG),32,15,15,JSE Price,6,66,1964-1972
10.83, (SA),33,6,3,JT Botten,0,65,1965-1965
16.25, (ENG),21,4,2,WR Cuttell,0,65,1899-1899
9.28, (SL),27,12,8,KSC de Silva,5,65,1997-1999
9.28, (WI),22,8,5,RM Edwards,1,65,1968-1969
9.28, (SA),30,7,7,CW Henderson,0,65,2001-2002
10.83, (ENG),45,6,4,AJ Hollioake,0,65,1997-1998
13.00, (ENG),39,5,3,SJ Staples,0,65,1928-1928
9.14, (WI),27,8,5,AP Binns,1,64,1953-1956
32.00, (IRE),39,2,1,GH Dockrell,0,64,2019-2019
8.00, (SA),17,9,7,ERH Fuller,1,64,1953-1958
21.33, (AUS),35,3,2,TJD Kelly,0,64,1877-1879
32.00, (ENG),60,2,1,JH King,0,64,1909-1909
32.00, (SA),37,2,1,GF Linde,0,64,2019-2019
21.33, (AUS),25*,4,4,ER Mayne,1,64,1912-1921
21.33, (PAK),32,3,2,Naved Ashraf,0,64,1998-2000
10.66, (IRE),53,6,3,SR Thompson,0,64,2018-2019
32.00, (NZ),30,4,2,PE Whitelaw,2,64,1933-1933
21.00, (INDIA),56,3,2,S Badrinath,0,63,2010-2010
15.75, (ENG),36,4,2,HRJ Charlwood,0,63,1877-1877
10.50, (SA),15*,9,5,GWA Chubb,3,63,1951-1951
9.00, (WI),19,7,4,CEL Jones,0,63,1930-1935
12.60, (PAK),19,7,4,Mohammad Munaf,2,63,1959-1962
9.00, (ENG),30,8,5,H Philipson,1,63,1892-1895
10.50, (WI),32,6,3,VA Singh,0,63,2017-2017
15.50, (WI),29,4,2,NS Asgarali,0,62,1957-1957
10.33, (ENG),19,7,4,Hon.IFW Bligh,1,62,1882-1883
15.50, (NZ),32,4,2,WP Bradburn,0,62,1964-1964
20.66, (SA),37*,4,2,CGD Burger,1,62,1958-1958
15.50, (WI),42,4,2,RGA Headley,0,62,1973-1973
62.00, (NZ),31*,3,2,KW Hough,2,62,1959-1959
7.75, (SA),16,8,4,C Newberry,0,62,1913-1914
12.40, (ZIM),22,6,4,JA Rennie,1,62,1993-1997
15.25, (ENG),37*,5,4,Harry Elliott,1,61,1928-1934
6.77, (PAK),14,16,12,Haseeb Ahsan,7,61,1958-1962
15.25, (NZ),42,4,2,PJ Ingram,0,61,2010-2010
15.25, (ZIM),33,4,4,WR James,0,61,1993-1994
15.25, (WI),33,6,4,NC McGarrell,2,61,2001-2001
10.16, (ENG),26,7,9,AE Moss,1,61,1954-1960
12.00, (INDIA),26,5,5,RV Divecha,0,60,1951-1952
5.45, (WI),12,14,13,R Gilchrist,3,60,1957-1959
20.00, (AUS),43,5,3,DW Gregory,2,60,1877-1879
10.00, (AUS),26,7,6,PM Hornibrook,1,60,1929-1930
30.00, (ENG),58,2,2,MJ Horton,0,60,1959-1959
10.00, (ENG),34,6,5,DV Lawrence,0,60,1988-1992
12.00, (ENG),32*,7,6,G Millman,2,60,1961-1962
60.00, (AUS),38*,2,1,JK Moss,1,60,1979-1979
7.50, (INDIA),15*,14,13,MM Patel,6,60,2006-2011
15.00, (ZIM),30,6,4,SG Peall,2,60,1993-1994
5.00, (NZ),11,18,15,W Watson,6,60,1986-1993
11.80, (PAK),20,5,3,Arif Butt,0,59,1964-1965
19.66, (NZ),33,3,2,BA Bolton,0,59,1959-1959
11.80, (SA),21,12,9,HD Bromfield,7,59,1961-1965
5.90, (BDESH),13,26,15,Enamul Haque jnr,16,59,2003-2013
11.80, (SA),28,5,3,GAL Hearne,0,59,1922-1924
14.75, (ENG),26,4,3,RL Johnson,0,59,2003-2003
7.37, (ENG),20,8,5,TC O'Brien,0,59,1884-1896
29.00, (ENG),52,2,1,CA Absolom,0,58,1879-1879
4.14, (WI),15,23,15,CE Cuffy,9,58,1994-2002
4.83, (ENG),20,17,15,K Farnes,5,58,1934-1939
11.60, (SA),13,6,5,SR Harmer,1,58,2015-2015
8.28, (AUS),15*,16,13,LF Kline,9,58,1957-1961
5.27, (WI),22,14,10,EA Martindale,3,58,1933-1939
29.00, (INDIA),28,3,2,PL Mhambrey,1,58,1996-1996
14.50, (ENG),38,4,2,FW Milligan,0,58,1899-1899
58.00, (SA),58,1,1,JA Morkel,0,58,2009-2009
9.66, (IRE),32,6,3,WTS Porterfield,0,58,2018-2019
19.33, (WI),35*,4,4,SC Stayers,1,58,1962-1962
29.00, (SA),50*,3,2,LE Tapscott,1,58,1923-1923
7.12, (AUS),15,12,9,DR Gilbert,4,57,1985-1986
14.25, (ENG),25,4,2,WW Keeton,0,57,1934-1939
19.00, (AUS),42,3,2,PK Lee,0,57,1931-1933
11.40, (BDESH),25,6,5,Mohammad Shahid,1,57,2015-2015
19.00, (SA),32,4,2,JL Ontong,1,57,2002-2004
8.14, (WI),25,8,7,GC Shillingford,1,57,1969-1972
11.40, (ENG),24,5,3,K Taylor,0,57,1959-1964
14.25, (ZIM),38,4,2,DP Viljoen,0,57,1998-2000
6.22, (SL),24,9,7,L Embuldeniya,0,56,2019-2020
28.00, (SL),51*,3,2,KADM Fernando,1,56,2003-2003
18.66, (INDIA),32*,4,2,MS Hardikar,1,56,1958-1958
4.30, (BDESH),16,19,13,Mustafizur Rahman,6,56,2015-2019
28.00, (INDIA),35,2,1,NV Ojha,0,56,2015-2015
14.00, (NZ),26,4,3,MW Priest,0,56,1990-1998
28.00, (INDIA),38,3,2,SK Sharma,1,56,1988-1990
13.75, (NZ),28,4,2,GP Bilby,0,55,1966-1966
27.50, (AUS),37,2,2,HWR Cartwright,0,55,2017-2017
7.85, (ENG),30,8,5,Lord Hawke,1,55,1896-1899
6.87, (INDIA),14,11,6,M Nissar,3,55,1932-1936
13.75, (WI),20,4,2,BA Parchment,0,55,2008-2008
9.16, (SA),31,6,3,COC Pearse,0,55,1910-1911
27.50, (ENG),31,2,2,FH Sugg,0,55,1888-1888
4.58, (NZ),13*,18,15,GB Troup,6,55,1976-1986
18.00, (SL),34,4,2,AMJG Amerasinghe,1,54,1984-1984
7.71, (AUS),21,14,12,DE Bollinger,7,54,2009-2010
27.00, (ZIM),30*,4,3,MG Burmester,2,54,1992-1992
9.00, (SL),38,12,8,MVT Fernando,6,54,2016-2020
9.00, (AUS),16*,11,10,LO Fleetwood-Smith,5,54,1935-1938
13.50, (INDIA),18,4,2,A Gandotra,0,54,1969-1969
5.40, (INDIA),17,22,17,ND Hirwani,12,54,1988-1996
27.00, (PAK),28,2,1,Humayun Farhat,0,54,2001-2001
13.50, (ENG),38,4,2,DJ Knight,0,54,1921-1921
-, (AUS),54*,1,1,SG Law,1,54,1995-1995
6.00, (AUS),17*,14,12,EL McCormick,5,54,1935-1938
10.80, (AUS),32,5,3,CD Matthews,0,54,1986-1988
18.00, (WI),29*,4,3,RO Scarlett,1,54,1960-1960
17.66, (AUS),34,5,4,WPA Crawford,2,53,1956-1956
17.66, (SA),34,3,3,O Henry,0,53,1992-1993
10.60, (SL),27*,10,6,VB John,5,53,1983-1984
26.50, (AUS),47,2,2,HC Nitschke,0,53,1931-1931
7.57, (NZ),14,10,8,AY Patel,3,53,2018-2020
17.66, (WI),30,3,2,RL Powell,0,53,1999-2004
5.30, (AUS),15*,14,12,CG Rackemann,4,53,1982-1991
26.50, (INDIA),30,2,1,AK Sharma,0,53,1988-1988
8.66, (PAK),31,6,3,Abdur Rauf,0,52,2009-2009
13.00, (AUS),33,4,2,G Alexander,0,52,1880-1884
26.00, (WI),39,2,1,N Betancourt,0,52,1930-1930
8.66, (ZIM),22,6,3,CN Evans,0,52,1996-2003
8.66, (BDESH),33,6,3,Fahim Muntasir,0,52,2002-2002
13.00, (PAK),25,8,5,Fazl-e-Akbar,4,52,1998-2004
10.40, (AUS),27,5,3,BC Francis,0,52,1972-1972
26.00, (AUS),32,2,1,JW Hastings,0,52,2012-2012
4.72, (NZ),14,13,11,KC James,2,52,1930-1933
26.00, (ENG),30,2,1,SP Kinneir,0,52,1911-1911
3.71, (SL),10,28,21,CBRLS Kumara,14,52,2016-2020
3.46, (WI),14,21,13,JJC Lawson,6,52,2002-2005
7.42, (SA),22,12,6,J Middleton,5,52,1896-1902
26.00, (AUS),44,2,1,OE Nothling,0,52,1928-1928
26.00, (NZ),52,2,1,GD Phillips,0,52,2020-2020
52.00, (WI),29,2,1,RA Reifer,1,52,2017-2017
6.50, (BDESH),31,14,7,Talha Jubair,6,52,2002-2004
10.40, (ZIM),19*,7,4,BV Vitori,2,52,2011-2013
